DURATION	SERVICE	SOURCE_BYTES	DESTINATION_BYTES	COUNT	SAME_SRV_RATE	SERROR_RATE	SRV_SERROR_RATE	DST_HOST_COUNT	DST_HOST_SRV_COUNT	DST_HOST_SAME_SRC_PORT_RATE	DST_HOST_SERROR_RATE	DST_HOST_SRV_SERROR_RATE	FLAG	IDS_DETECTION	MALWARE_DETECTION	ASHULA_DETECTION	LABEL	SOURCE_IP_ADDRESS	SOURCE_PORT_NUMBER	DESTINATION_IP_ADDRESS	DESTINATION_PORT_NUMBER	START_TIME	PROTOCOL
0.000000	other	0	0	0	0.00	0.00	0.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:b129:2149:0998:140a:0ae9	47816	fd65:5993:3ac4:3c43:7de0:273b:6060:17ce	19	14:13:52	udp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:2a13:3cfe:65a0:4aa1:5f65	18534	fd65:5993:3ac4:a117:7dce:27da:6098:04d1	9751	09:01:37	tcp
0.000000	other	0	0	0	0.00	0.00	0.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:d256:0be9:5fdd:1f97:7e37	37616	fd65:5993:3ac4:f39e:7dfd:27e9:602c:004f	1723	17:38:00	tcp
0.801824	dns	30	72	2	1.00	0.00	0.00	17	17	0.00	0.06	0.06	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	45385	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	04:02:33	udp
0.000543	dns	40	82	5	1.00	0.00	0.00	7	7	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	34398	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	04:02:03	udp
0.999492	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:4390:35ba:15df:121f:2ead	34530	fd65:5993:3ac4:1178:7df9:2783:6028:6f01	8080	21:54:42	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:475e:1540:0c13:0cf1:0597	24808	fd65:5993:3ac4:b5a2:7df8:27b0:601e:1183	80	10:29:44	tcp
0.000426	dns	46	95	13	1.00	0.00	0.00	98	98	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	12856	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	08:44:27	udp
2.950562	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:e64b:2548:1fc1:6e96:2fd2	4966	fd65:5993:3ac4:8833:7d07:273b:6088:0365	445	08:44:52	tcp
0.000000	other	0	0	0	0.00	0.00	0.92	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:c9f3:03dd:01eb:2cd8:11b4	49778	fd65:5993:3ac4:a4bd:7dc9:2792:60c4:052b	3389	09:13:35	tcp
0.000000	other	0	0	1	1.00	1.00	1.00	0	0	0.00	0.00	0.00	OTH	402-1-11(1)	0	0	-1	fd65:5993:3ac4:47e1:271b:0b2e:1ffd:270e	3	fd65:5993:3ac4:08cc:7ddd:2733:605f:1b28	3	12:35:40	icmp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:2a3a:211f:45ba:035c:309e	6000	fd65:5993:3ac4:a117:7dce:27da:6098:04d1	5901	22:31:15	tcp
0.000000	other	0	0	0	0.00	0.00	0.50	1	1	1.00	0.00	0.00	OTH	0	0	0	-1	fd65:5993:3ac4:af0c:51e1:3b05:280c:0cb6	0	fd65:5993:3ac4:c4da:7dca:2707:6010:0071	0	15:07:32	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:27f6:0b13:5f87:1ff8:7fe0	55349	fd65:5993:3ac4:af5d:7d35:27ec:6046:05e8	135	17:07:09	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	6	6	1.00	0.00	0.00	OTH	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	3	fd65:5993:3ac4:5132:39a5:3f08:6e0e:33e3	10	23:32:44	icmp
2.998303	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:e0f7:17a7:0f63:4d3b:732d	61014	fd65:5993:3ac4:8eb5:7dbd:2752:60a8:00fb	23	12:57:29	tcp
3.143008	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:d220:26d0:7fd0:2875:798d	1833	fd65:5993:3ac4:63dc:7dcf:277a:6067:4d65	445	15:46:32	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	21	0.00	0.00	0.00	OTH	0	0	0	-1	fd65:5993:3ac4:a9a7:7d90:27c0:60a7:072c	65499	fd65:5993:3ac4:5132:39a5:3f08:6e0e:33e3	80	12:06:06	tcp
0.000000	other	0	0	0	0.00	0.00	0.84	0	0	0.00	0.00	0.00	OTH	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	3	fd65:5993:3ac4:7130:005c:5e5c:03bc:4d6c	10	05:26:20	icmp
0.000000	other	0	0	0	0.00	0.00	0.93	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:ffd2:2cfb:73bf:17d6:4928	6000	fd65:5993:3ac4:03a3:7dc4:2736:60f2:0613	1433	04:58:44	tcp
0.000000	other	0	0	0	0.00	0.00	0.80	0	0	0.00	0.00	0.00	OTH	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	3	fd65:5993:3ac4:2d84:58d6:1be1:1b74:3b8d	10	02:56:58	icmp
3.000199	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:087b:0d78:4cf2:27ab:3db8	23165	fd65:5993:3ac4:34bc:7d5b:27ec:6008:6147	23	04:06:55	tcp
0.000422	dns	46	107	39	1.00	0.00	0.00	100	100	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	59402	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	19:24:57	udp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:27f7:22ce:3d40:1fe2:0370	6000	fd65:5993:3ac4:bf67:7db9:273f:6042:24ff	4899	17:20:33	tcp
0.000392	dns	43	99	4	1.00	0.00	0.00	97	97	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	40165	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:24:10	udp
0.000795	dns	43	99	3	1.00	0.00	0.00	93	93	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	36656	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:20:44	udp
0.000429	dns	43	99	5	1.00	0.00	0.00	97	97	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	37240	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:24:24	udp
0.000084	other	0	0	0	0.00	0.00	0.50	0	0	0.00	0.00	0.00	REJ	0	0	0	-1	fd65:5993:3ac4:4a27:3855:26ff:13d1:12af	44687	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	3306	17:52:00	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	1	0.00	0.00	1.00	S0	0	0	0	-1	fd65:5993:3ac4:6047:0b8c:5f00:1ff6:7d39	37549	fd65:5993:3ac4:cb78:7d78:2764:606d:1c28	6379	23:24:01	tcp
0.000000	other	0	0	0	0.00	0.00	0.99	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:a3c1:4853:0fc3:0325:24dd	23785	fd65:5993:3ac4:fc44:7d32:27a7:60a3:31df	23	05:27:54	tcp
0.000000	other	0	0	1	0.00	0.00	1.00	0	0	0.00	0.00	0.00	OTH	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	3	fd65:5993:3ac4:f142:7d49:27ec:0f7d:15c8	10	21:06:27	icmp
0.000000	other	0	0	0	0.00	0.00	0.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:1d81:726c:2b81:0bb1:2934	55765	fd65:5993:3ac4:a117:7dce:27da:6098:04d1	123	21:52:31	udp
2.993693	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:5e32:4b96:598c:17c9:6520	41425	fd65:5993:3ac4:1a15:7dcb:2790:6033:39ee	3389	09:50:54	tcp
2.999734	other	0	0	0	0.00	0.00	1.00	0	2	0.00	0.00	1.00	S0	0	0	0	-1	fd65:5993:3ac4:339e:2e4c:72bd:2819:0d2f	3046	fd65:5993:3ac4:f936:7d43:2786:60ff:2340	445	14:51:38	tcp
0.000439	dns	43	99	5	1.00	0.00	0.00	95	95	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	57980	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:23:14	udp
0.000570	dns	57	99	0	0.00	0.00	0.00	1	28	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:1259:7aa6:3019:3f9e:0141	65098	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	20:19:25	udp
0.000424	dns	45	93	23	1.00	0.00	0.00	100	100	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	31458	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	15:25:02	udp
0.000433	dns	52	68	22	1.00	0.00	0.00	95	99	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	39210	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	15:21:39	udp
0.192769	other	0	0	8	0.12	0.00	0.00	14	3	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:1c90:220e:1adc:5fe2:1216	43941	fd65:5993:3ac4:b349:7df3:276a:613c:3117	22	04:46:32	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:deb2:4982:1116:793a:001c	48984	fd65:5993:3ac4:10ae:7db5:27bc:6053:002c	8080	17:30:37	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:befa:251f:1831:12df:2821	39514	fd65:5993:3ac4:8999:7d6d:27d4:604e:159e	80	18:22:22	tcp
3.200276	other	0	0	0	0.00	0.00	0.67	54	58	0.00	0.93	0.86	S0	0	0	0	-1	fd65:5993:3ac4:06eb:176c:0803:2ee2:4e74	2263	fd65:5993:3ac4:24aa:7def:27b6:6147:0386	445	21:13:04	tcp
0.000000	dns	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:b079:0926:6910:2fd4:707e	11938	fd65:5993:3ac4:00b4:7d98:27e1:60f2:4a7b	137	15:27:44	udp
0.000346	dns	51	93	2	1.00	0.00	0.00	0	5	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:dc8a:2c31:7785:69f6:41b1	38915	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	10:55:34	udp
0.000417	dns	43	99	25	1.00	0.00	0.00	100	100	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	47722	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:08:51	udp
0.543875	ssh	520	1564	4	1.00	0.00	0.00	99	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:978a:13d3:05a3:64b8:2f79	55054	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	09:23:21	tcp
0.000544	dns	43	99	31	1.00	0.00	0.00	99	99	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	59940	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:07:53	udp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:1093:2132:45eb:030d:3567	6000	fd65:5993:3ac4:2f68:7d44:27c1:60bb:0320	30022	18:31:56	tcp
0.000000	other	0	0	0	0.00	0.00	0.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:7218:2ffe:3fe9:ff10:0f29	51890	fd65:5993:3ac4:24ae:7a22:00b2:5ffb:3aa9	22	04:54:21	tcp
3.167457	other	0	0	0	0.00	0.00	0.80	50	60	0.00	0.92	0.92	S0	0	0	0	-1	fd65:5993:3ac4:06eb:176c:0803:2ee2:4e74	4275	fd65:5993:3ac4:24aa:7def:27b6:6147:0386	445	20:37:42	tcp
0.000419	dns	43	99	4	1.00	0.00	0.00	99	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53186	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:24:41	udp
0.000000	other	0	0	0	0.00	0.00	1.00	61	61	0.02	0.92	0.92	S0	0	0	0	-1	fd65:5993:3ac4:06eb:176c:0803:2ee2:4e74	4056	fd65:5993:3ac4:24aa:7def:27b6:6147:0386	445	19:22:23	tcp
0.000548	dns	45	199	2	0.50	0.00	0.00	3	27	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:074f:48c6:3071:1d3b:2d94	14989	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	22:54:43	udp
0.000120	other	0	0	1	1.00	0.00	0.17	1	49	1.00	1.00	0.04	REJ	0	0	0	-1	fd65:5993:3ac4:ad4a:1927:0302:3c06:0e8b	51315	fd65:5993:3ac4:bfc7:7da2:274a:614f:3559	25	05:38:08	tcp
0.237021	other	0	0	10	0.40	0.00	0.05	15	6	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:1c90:220e:1adc:5fe2:1216	37119	fd65:5993:3ac4:fa74:7d68:276d:61e5:2b46	22	19:25:13	tcp
0.525601	ssh	520	1564	5	1.00	0.00	0.00	100	99	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:978a:13d3:05a3:64b8:2f79	34798	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	09:24:09	tcp
0.000388	dns	61	103	7	1.00	0.00	0.00	32	95	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	38177	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	11:31:33	udp
0.652350	ssh	536	2537	4	1.00	0.00	0.00	14	14	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:978a:13d3:05a3:64b8:2f79	51135	fd65:5993:3ac4:fa74:7d68:276d:61e5:2b46	22	09:10:01	tcp
8.120022	ssh	520	1564	0	0.00	0.00	0.00	16	16	0.00	0.00	0.00	SF	19559-1-5(1),6-128-1(2)	0	0	1	fd65:5993:3ac4:f803:1ff2:15ba:00d8:3b35	43339	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	11:27:18	tcp
0.000372	dns	35	51	10	1.00	0.00	0.00	30	98	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	36178	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	11:33:39	udp
0.000597	dns	43	99	5	1.00	0.00	0.29	95	95	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	47616	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:25:28	udp
2.999245	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:7b91:1787:09e9:2d35:1ed1	45699	fd65:5993:3ac4:9c73:7d2d:27d8:603f:2613	23	09:44:19	tcp
0.000648	dns	43	99	5	1.00	0.00	0.00	93	93	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	57804	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:21:11	udp
0.645396	ssh	520	2537	3	1.00	0.00	0.00	14	14	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:978a:13d3:05a3:64b8:2f79	46569	fd65:5993:3ac4:b349:7df3:276a:613c:3117	22	09:16:56	tcp
0.541105	ssh	536	1564	4	1.00	0.00	0.00	93	93	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:978a:13d3:05a3:64b8:2f79	44758	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	22	09:19:47	tcp
0.000000	other	0	0	0	0.00	0.00	0.75	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:0c43:7286:2b03:0b85:0f79	59528	fd65:5993:3ac4:49db:7d68:27a3:60b8:63fe	110	18:40:43	tcp
0.000521	dns	52	68	12	1.00	0.00	0.00	94	94	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	57288	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	18:47:41	udp
3.031561	other	0	0	0	0.00	0.00	0.50	0	0	0.00	0.00	0.00	OTH	0	0	0	-1	fd65:5993:3ac4:3dfc:090f:03e0:0bb5:1130	10008	fd65:5993:3ac4:c55b:7d3d:27c0:6022:037c	55948	01:13:56	tcp
0.000418	dns	35	51	11	1.00	0.00	0.00	30	98	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	46514	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	11:33:35	udp
0.000296	dns	45	87	1	1.00	0.00	0.00	0	18	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:dc8a:2c31:7785:69f6:41b1	23261	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	14:48:57	udp
0.000539	dns	45	243	1	1.00	0.00	0.50	0	13	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:e564:35be:3b04:ff65:249e	37574	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	02:33:33	udp
0.000692	dns	45	243	0	0.00	0.00	0.00	0	0	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:3239:7a70:036f:358e:025d	51411	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	11:37:18	udp
0.000756	dns	45	219	0	0.00	0.00	0.00	0	4	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:81e3:3517:1165:41ff:070c	54135	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	03:43:21	udp
0.000531	dns	45	93	24	1.00	0.00	0.00	100	100	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	59617	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	18:39:38	udp
2.971283	other	0	0	0	0.00	0.00	0.75	57	72	0.00	0.91	0.86	S0	0	0	0	-1	fd65:5993:3ac4:06eb:176c:0803:2ee2:4e74	1223	fd65:5993:3ac4:24aa:7def:27b6:6147:0386	445	16:07:53	tcp
0.000473	dns	43	99	3	1.00	0.00	0.00	98	98	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	33718	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:24:03	udp
0.000391	dns	43	99	24	1.00	0.00	0.00	86	100	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	18933	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	09:15:58	udp
3.600546	ssh	520	2537	0	0.00	0.00	0.00	32	32	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:f803:1ff2:15ba:00d8:3b35	53129	fd65:5993:3ac4:fa74:7d68:276d:61e5:2b46	22	11:41:03	tcp
0.000000	other	0	0	0	0.00	0.00	0.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:0ce2:09c1:220a:2df4:034d	47116	fd65:5993:3ac4:a9dd:7d04:27a4:60d9:0f64	5900	18:03:50	tcp
0.000000	other	0	0	0	0.00	0.00	0.04	0	0	0.00	0.00	0.00	OTH	0	0	0	-1	fd65:5993:3ac4:6a46:43bd:438e:722e:01e9	36445	fd65:5993:3ac4:42fa:7d20:27bb:6095:03a6	80	19:17:15	tcp
2.779040	ssh	949	2733	2	1.00	0.00	0.00	20	20	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:f2e0:3ca9:6588:47a3:358f	35569	fd65:5993:3ac4:bfc7:7da2:274a:614f:3559	22	08:41:36	tcp
0.000424	dns	43	104	10	1.00	0.00	0.00	66	100	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	46838	fd65:5993:3ac4:b89c:7de8:271d:7dd0:3c4d	53	11:32:00	udp
0.000856	dns	50	50	0	0.00	0.00	0.00	0	32	0.00	0.00	0.00	SF	0	0	0	1	fd65:5993:3ac4:dc7a:330c:0374:0224:01f0	46018	fd65:5993:3ac4:92ad:7dce:277c:0720:0fba	53	09:55:06	udp
2.996989	other	0	0	0	0.00	0.00	0.80	0	1	0.00	0.00	1.00	S0	0	0	0	-1	fd65:5993:3ac4:efc4:19bf:0647:39ed:67a3	33572	fd65:5993:3ac4:3abe:7d76:2798:6096:0a28	23	15:18:02	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	2	0.00	0.00	0.00	OTH	0	0	0	-1	fd65:5993:3ac4:1b05:3ecc:370f:0ed6:078a	0	fd65:5993:3ac4:1034:7d8b:2717:603c:43a5	0	17:07:52	tcp
0.000000	other	0	0	0	0.00	0.00	0.92	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd65:5993:3ac4:61c3:4515:4f7b:03b4:1bd1	59642	fd65:5993:3ac4:df10:7daf:27ba:603a:0f2d	80	10:02:55	tcp
0.000132	dns	58	202	0	0.00	0.00	0.00	0	20	0.00	0.00	0.00	SF	0	0	0	-1	fd65:5993:3ac4:bf55:2161:05b2:0981:0378	51567	fd65:5993:3ac4:c8a6:7d74:27cf:61ef:3728	53	09:03:16	udp
