DURATION	SERVICE	SOURCE_BYTES	DESTINATION_BYTES	COUNT	SAME_SRV_RATE	SERROR_RATE	SRV_SERROR_RATE	DST_HOST_COUNT	DST_HOST_SRV_COUNT	DST_HOST_SAME_SRC_PORT_RATE	DST_HOST_SERROR_RATE	DST_HOST_SRV_SERROR_RATE	FLAG	IDS_DETECTION	MALWARE_DETECTION	ASHULA_DETECTION	LABEL	SOURCE_IP_ADDRESS	SOURCE_PORT_NUMBER	DESTINATION_IP_ADDRESS	DESTINATION_PORT_NUMBER	START_TIME	PROTOCOL
0.000416	dns	26	42	6	1.00	0.00	0.30	41	45	0.00	0.22	0.20	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	52236	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	08:09:45	udp
0.000520	dns	46	103	2	1.00	0.00	0.33	98	98	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	51601	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	01:17:22	udp
0.000376	dns	45	96	4	1.00	0.00	0.22	43	62	0.00	0.00	0.08	SF	0	0	0	-1	fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709	24487	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	13:36:56	udp
2.855138	other	0	0	1	1.00	1.00	0.67	35	73	0.00	0.91	0.89	S0	0	0	0	-1	fd95:ec1e:6a61:1e8b:3f34:0f78:0cc5:086d	3046	fd95:ec1e:6a61:05d3:7dd2:270d:61ec:03f4	445	00:12:08	tcp
5.015524	dns	36	36	4	1.00	0.00	0.27	35	37	0.00	0.29	0.27	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	36183	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	02:46:41	udp
2.938891	other	0	0	0	0.00	0.00	1.00	28	56	0.00	0.89	0.89	S0	0	0	0	-1	fd95:ec1e:6a61:1e8b:3f34:0f78:0cc5:086d	2380	fd95:ec1e:6a61:05d3:7dd2:270d:61ec:03f4	445	01:48:42	tcp
0.000457	dns	46	103	3	1.00	0.00	0.00	74	74	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	60216	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	00:11:30	udp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:f0bf:25a6:1802:1235:2374	51711	fd95:ec1e:6a61:317f:7d91:27c2:60fe:0747	49154	17:03:41	tcp
0.000409	dns	37	84	23	1.00	0.00	0.00	100	100	0.00	0.00	0.00	SF	0	0	0	-1	fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709	39887	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	09:32:25	udp
0.000000	other	0	0	0	0.00	0.00	0.17	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:9f96:2bd8:1dfb:03de:399c	32825	fd95:ec1e:6a61:a927:7d81:2732:60b5:39c7	23	06:56:36	tcp
0.000482	dns	44	104	0	0.00	0.00	0.00	44	46	0.00	0.16	0.15	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	38152	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	02:40:31	udp
0.000406	dns	45	96	2	1.00	0.00	0.00	38	38	0.00	0.00	0.00	SF	0	0	0	-1	fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709	26893	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	04:22:20	udp
0.001383	dns	36	52	1	1.00	0.00	0.00	98	98	0.00	0.00	0.00	SF	0	0	0	-1	fd95:ec1e:6a61:77da:7a15:006d:5f38:3908	56653	fd95:ec1e:6a61:e4c3:7ddb:277a:0f76:1504	53	13:56:19	udp
0.000401	dns	44	96	15	1.00	0.00	0.00	87	100	0.00	0.00	0.00	SF	0	0	0	-1	fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709	60519	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	08:25:42	udp
0.000000	other	0	0	0	0.00	0.00	0.06	0	0	0.00	0.00	0.00	OTH	0	0	0	-1	fd95:ec1e:6a61:779c:7d9f:27c5:60c3:0fbd	40872	fd95:ec1e:6a61:e67f:5865:1ba4:1795:0556	80	05:45:08	tcp
0.000000	other	0	0	0	0.00	0.00	0.84	0	1	0.00	0.00	1.00	S0	0	0	0	-1	fd95:ec1e:6a61:5d4c:0b90:6cfe:29a5:39ad	6000	fd95:ec1e:6a61:9a55:7d85:2714:60af:33c5	3306	22:24:33	tcp
0.000396	dns	34	50	3	1.00	0.00	0.29	51	51	0.00	0.02	0.02	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	59621	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	17:42:06	udp
0.000000	dns	0	0	17	1.00	0.00	0.10	7	91	0.00	0.29	0.02	S0	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	48715	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	13:02:47	udp
0.000694	dns	45	102	3	1.00	0.00	0.00	79	79	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	46868	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	06:29:22	udp
0.000000	other	0	0	1	1.00	1.00	0.67	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:2a92:2787:19a7:67f7:2f61	64863	fd95:ec1e:6a61:693e:7d97:2771:605d:69b2	80	16:02:33	tcp
0.001616	dns	45	122	8	1.00	0.00	0.09	45	47	0.00	0.00	0.00	SF	0	0	0	-1	fd95:ec1e:6a61:77da:7a15:006d:5f38:3908	64607	fd95:ec1e:6a61:e4c3:7ddb:277a:0f76:1504	53	04:01:40	udp
0.001315	dns	35	51	0	0.00	0.00	1.00	57	57	0.00	0.14	0.14	SF	0	0	0	-1	fd95:ec1e:6a61:77da:7a15:006d:5f38:3908	58370	fd95:ec1e:6a61:e4c3:7ddb:277a:0f76:1504	53	10:59:22	udp
3.005054	other	0	0	0	0.00	0.00	0.50	0	1	0.00	0.00	1.00	S0	0	0	0	-1	fd95:ec1e:6a61:5f72:4805:03bc:3fd9:2bc7	38617	fd95:ec1e:6a61:2aa7:7d52:2746:60f7:1dd2	23	18:50:17	tcp
0.949676	ssh	520	1564	2	1.00	0.00	0.00	14	14	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:d8a9:34f3:37be:0611:1f9a	42539	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	22	11:20:10	tcp
0.000000	other	0	0	0	0.00	0.00	0.00	0	1	0.00	0.00	0.00	OTH	0	0	0	-1	fd95:ec1e:6a61:8b55:7dae:27fd:60dd:03d6	58736	fd95:ec1e:6a61:3d0e:5848:1bae:1788:626e	80	07:09:58	tcp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	OTH	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	3	fd95:ec1e:6a61:d530:2171:4543:07cb:2f27	10	16:38:05	icmp
0.000418	dns	46	105	3	1.00	0.00	0.00	8	99	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	35920	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	10:39:45	udp
3.009864	other	0	0	0	0.00	0.00	0.43	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:dadc:5332:0bad:611e:4108	3099	fd95:ec1e:6a61:5a3a:7dfb:274d:60eb:4355	445	11:19:04	tcp
0.000404	dns	72	114	17	1.00	0.00	0.00	1	100	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	50917	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	08:05:43	udp
0.000000	dns	0	0	4	1.00	0.00	0.20	49	51	0.00	0.20	0.20	S0	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	42522	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	08:58:16	udp
2.948837	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:5fa8:3f5e:4666:17fb:1157	46535	fd95:ec1e:6a61:8c31:7d7d:27ca:6029:3905	23	19:53:03	tcp
0.143911	dns	47	63	41	1.00	0.00	0.05	6	93	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	36682	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	05:57:13	udp
0.000000	other	0	0	0	0.00	0.00	0.18	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:f96c:25a5:56c4:1eff:18fa	27882	fd95:ec1e:6a61:4880:7d33:2749:6013:1b26	5905	06:42:16	tcp
0.000000	other	0	0	1	1.00	0.00	0.20	0	2	0.00	0.00	0.00	OTH	0	0	0	-1	fd95:ec1e:6a61:2d78:7dbb:27bd:6058:2b1e	12922	fd95:ec1e:6a61:c0ad:58e4:1b26:15e4:49e1	80	09:21:54	tcp
0.000396	dns	34	50	4	1.00	0.00	0.00	51	53	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	58273	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	18:47:15	udp
5.043886	dns	36	36	0	0.00	0.00	0.50	10	10	0.00	0.40	0.40	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	36911	fd95:ec1e:6a61:dfb5:3f2e:0539:0323:00bd	53	18:35:21	udp
0.000000	other	0	0	0	0.00	0.00	0.67	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:a5f9:0972:2279:2dd8:03a6	43655	fd95:ec1e:6a61:0548:7de2:27a8:60b5:1e64	4500	16:37:06	udp
0.141560	dns	47	102	10	1.00	0.10	0.27	41	45	0.00	0.15	0.13	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	52130	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	04:18:59	udp
0.000000	other	0	0	0	0.00	0.00	0.67	0	1	0.00	0.00	1.00	S0	1917-1-11(1)	0	0	-1	fd95:ec1e:6a61:7174:470e:2da2:746c:45ac	36905	fd95:ec1e:6a61:0a0d:7de9:27f9:60b4:095f	1900	18:40:20	udp
0.000403	dns	60	76	4	1.00	0.00	0.00	76	76	0.00	0.00	0.00	SF	0	0	0	-1	fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709	18217	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	16:43:34	udp
0.000000	dns	0	0	23	1.00	0.13	0.16	23	23	0.00	0.13	0.13	S0	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	55130	fd95:ec1e:6a61:dfb5:3f2e:0539:0323:00bd	53	02:10:05	udp
0.000000	dns	0	0	8	1.00	0.00	0.00	47	65	0.00	0.04	0.03	SHR	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	49683	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	06:04:22	udp
0.000000	other	0	0	0	0.00	0.00	0.67	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:4869:43d0:757b:0062:2564	31089	fd95:ec1e:6a61:c6ae:7d93:27c6:6051:3f5b	3306	11:34:47	tcp
0.000000	dns	0	0	2	1.00	0.00	0.50	34	36	0.00	0.18	0.17	S0	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	49936	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	17:55:49	udp
0.000000	other	0	0	11	1.00	1.00	0.35	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:91a6:7a7a:00f3:0519:5eef	38219	fd95:ec1e:6a61:05d3:7dd2:270d:61ec:03f4	3433	13:28:33	tcp
0.000386	dns	29	93	6	1.00	0.00	0.00	43	47	0.00	0.16	0.15	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	42766	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	14:06:13	udp
2.987180	ssh	505	1960	0	0.00	0.00	0.00	69	69	0.00	0.00	0.00	RSTO	6-128-1(2)	0	0	-1	fd95:ec1e:6a61:c353:1b8d:28b9:6d9f:1e42	35129	fd95:ec1e:6a61:77da:7a15:006d:5f38:3908	22	15:03:46	tcp
0.000000	dns	0	0	0	0.00	0.00	1.00	25	29	0.04	0.24	0.21	SHR	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	39063	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	21:20:44	udp
0.000000	other	0	0	18	0.94	0.83	0.95	0	0	0.00	0.00	0.00	S0	0	0	0	1	fd95:ec1e:6a61:91a6:7a7a:00f3:0519:5eef	19626	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	146	13:08:31	tcp
0.000462	dns	42	84	3	1.00	0.33	0.50	29	33	0.00	0.21	0.18	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	47599	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	04:09:03	udp
0.000397	dns	46	103	2	1.00	0.00	0.00	100	100	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	46011	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	00:49:12	udp
0.000000	other	0	0	0	0.00	0.00	0.75	0	1	0.00	0.00	0.00	OTH	0	0	0	-1	fd95:ec1e:6a61:c726:7dbb:2707:6028:519f	9473	fd95:ec1e:6a61:7968:2fe8:03c4:031f:0d71	443	23:28:55	tcp
25.587872	other	88	0	1	1.00	0.00	0.50	2	2	1.00	0.00	0.00	OTH	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	3	fd95:ec1e:6a61:55f4:4915:0daa:2c20:036f	10	19:14:51	icmp
0.000485	dns	42	84	5	1.00	0.00	0.30	42	42	0.00	0.12	0.12	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	37559	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	07:03:14	udp
0.000391	dns	44	133	17	1.00	0.00	0.06	7	99	0.00	0.00	0.00	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	34296	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	11:38:26	udp
2.948305	other	0	0	1	1.00	1.00	1.00	0	0	0.00	0.00	0.00	S0	0	0	0	-1	fd95:ec1e:6a61:86f5:182c:1bb2:6e17:21cc	1502	fd95:ec1e:6a61:d0d1:7d4f:27b1:6008:1868	445	11:49:00	tcp
1.005150	ssh	605	1813	2	1.00	0.00	0.00	99	99	0.00	0.00	0.00	RSTO	0	0	0	-1	fd95:ec1e:6a61:ff88:03d4:0001:6582:5d9b	38530	fd95:ec1e:6a61:df6b:7de2:27ad:6105:3709	22	08:29:56	tcp
0.289124	dns	37	165	4	1.00	0.50	0.50	28	32	0.00	0.29	0.25	SF	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	51724	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	01:18:34	udp
0.000000	other	0	0	0	0.00	0.00	0.90	0	0	0.00	0.00	0.00	S0	1917-1-11(1)	0	0	-1	fd95:ec1e:6a61:397a:3915:03c9:4584:3dbf	38605	fd95:ec1e:6a61:2b2a:7da5:27de:6062:250a	1900	18:06:18	udp
0.000000	other	0	0	0	0.00	0.00	1.00	0	0	0.00	0.00	0.00	S0	2049-1-8(1)	0	0	-1	fd95:ec1e:6a61:c740:3979:02f6:43ae:4beb	41883	fd95:ec1e:6a61:d586:7d32:2724:60b5:4a07	1434	05:11:41	udp
0.000000	dns	0	0	0	0.00	0.00	0.11	21	23	0.00	0.19	0.17	S0	0	0	0	1	fd95:ec1e:6a61:b804:7dcb:276f:0751:0ff5	44756	fd95:ec1e:6a61:435f:7de5:27b0:7d84:3c0d	53	18:37:57	udp
